"Bus","Direction","coord_x","coord_y","Arret","Code"
"13","Simonis","50.885945","4.308625","UZ Brussel","1074"
"13","Simonis","0.0","0.0","Laerbeek","4070"
"13","Simonis","0.0","0.0","Pompiers","1003"
"13","Simonis","0.0","0.0","Arbre Ballon-Heymbosch","4226"
"13","Simonis","50.890416","4.315214","Demunter","1081"
"13","Simonis","50.889460","4.318190","Liebrecht","1004"
"13","Simonis","0.0","0.0","Schuermans","1005"
"13","Simonis","0.0","0.0","Dieleghem","1006"
"13","Simonis","50.885007","4.321757","Bonaventure","1007"
"13","Simonis","50.882661","4.322001","Reniers","1008"
"13","Simonis","50.881043","4.321790","Eugene Toussaint","1009"
"13","Simonis","50.878265","4.321409","Le Roux","1010"
"13","Simonis","50.874984","4.320602","Legrelle","1027"
"13","Simonis","50.873843","4.322479","Bruxellois","1013"
"13","Simonis","50.871012","4.324470","Miroir","1014"
"13","Simonis","50.867911","4.326561","Broustin","6805"
"13","Simonis","50.865071","4.328340","Parc Elisabeth","4116"
"13","UZ Brussel","50.863355","4.330671","Simonis","1183"
"13","UZ Brussel","50.868138","4.326480","Broustin","6864"
"13","UZ Brussel","50.871282","4.324371","Miroir","6865"
"13","UZ Brussel","50.874167","4.322535","Bruxellois","1062"
"13","UZ Brussel","50.875262","4.320517","Legrelle","1000"
"13","UZ Brussel","50.879155","4.321791","Le Roux","1065"
"13","UZ Brussel","50.881187","4.321846","Eugene Toussaint","1066"
"13","UZ Brussel","50.882814","4.322101","Reniers","1067"
"13","UZ Brussel","50.885043","4.321288","Bonaventure","1068"
"13","UZ Brussel","50.886265","4.319852","Soetens","1069"
"13","UZ Brussel","0.0","0.0","Schuermans","1070"
"13","UZ Brussel","50.889654","4.318171","Liebrecht","1026"
"13","UZ Brussel","50.889877","4.315769","Demunter","1080"
"13","UZ Brussel","0.0","0.0","Arbre Ballon-Heymbosch","4224"
"13","UZ Brussel","0.0","0.0","Pompiers","1075"
"13","UZ Brussel","0.0","0.0","Laerbeek","4225"
"14","Gare du Nord","50.885945","4.308625","UZ Brussel","1074"
"14","Gare du Nord","0.0","0.0","Dieleghem","1078"
"14","Gare du Nord","50.878263","4.316478","De Rivieren","1079"
"14","Gare du Nord","50.874984","4.320602","Legrelle","1027"
"14","Gare du Nord","50.873843","4.322479","Bruxellois","1013"
"14","Gare du Nord","50.871012","4.324470","Miroir","1014"
"14","Gare du Nord","50.867911","4.326561","Broustin","6805"
"14","Gare du Nord","50.865071","4.328340","Parc Elisabeth","4116"
"14","Gare du Nord","0.0","0.0","Simonis","1025"
"14","Gare du Nord","50.867474","4.336065","Belgica","5009"
"14","Gare du Nord","50.865946","4.338822","Vanderstichelen","5011"
"14","Gare du Nord","50.864060","4.344122","Picard","1019"
"14","Gare du Nord","0.0","0.0","Tour et Taxis","1020"
"14","Gare du Nord","0.0","0.0","Armateurs","1021"
"14","Gare du Nord","50.863306","4.353795","Willebroek","1016"
"14","Gare du Nord","0.0","0.0","WTC","1022"
"14","Gare du Nord","0.0","0.0","Gare du Nord","1023"
"14","UZ Brussel","50.860080","4.360273","Gare du Nord","1900"
"14","UZ Brussel","50.860826","4.358739","Gare du Nord","1030"
"14","UZ Brussel","50.861527","4.355557","WTC","1052"
"14","UZ Brussel","50.863315","4.354037","Willebroek","1051"
"14","UZ Brussel","0.0","0.0","Armateurs","1054"
"14","UZ Brussel","0.0","0.0","Tour et Taxis","1055"
"14","UZ Brussel","50.864456","4.343166","Picard","1056"
"14","UZ Brussel","50.866198","4.338410","Vanderstichelen","5074"
"14","UZ Brussel","50.867752","4.335611","Belgica","5076"
"14","UZ Brussel","50.865163","4.334533","Flessingue","1053"
"14","UZ Brussel","50.863355","4.330671","Simonis","1183"
"14","UZ Brussel","50.868138","4.326480","Broustin","6864"
"14","UZ Brussel","50.871282","4.324371","Miroir","6865"
"14","UZ Brussel","50.874167","4.322535","Bruxellois","1062"
"14","UZ Brussel","50.875262","4.320517","Legrelle","1000"
"14","UZ Brussel","50.878515","4.316549","De Rivieren","4065"
"14","UZ Brussel","0.0","0.0","Dieleghem","4064"
"15","UZ Brussel","50.860080","4.360273","Gare du Nord","1900"
"15","UZ Brussel","50.860826","4.358739","Gare du Nord","1030"
"15","UZ Brussel","50.861527","4.355557","WTC","1052"
"15","UZ Brussel","50.863315","4.354037","Willebroek","1051"
"15","UZ Brussel","0.0","0.0","Armateurs","1054"
"15","UZ Brussel","0.0","0.0","Tour et Taxis","1055"
"15","UZ Brussel","50.864456","4.343166","Picard","1056"
"15","UZ Brussel","50.866198","4.338410","Vanderstichelen","5074"
"15","UZ Brussel","50.867752","4.335611","Belgica","5076"
"15","UZ Brussel","50.865163","4.334533","Flessingue","1053"
"15","UZ Brussel","50.863355","4.330671","Simonis","1183"
"15","UZ Brussel","50.868138","4.326480","Broustin","6864"
"15","UZ Brussel","50.871282","4.324371","Miroir","6865"
"15","UZ Brussel","50.874167","4.322535","Bruxellois","1062"
"15","UZ Brussel","50.875262","4.320517","Legrelle","1000"
"15","UZ Brussel","50.876124","4.317873","Square du Centenaire","9103"
"15","UZ Brussel","50.879155","4.321791","Le Roux","1065"
"15","UZ Brussel","50.881187","4.321846","Eugene Toussaint","1066"
"15","UZ Brussel","50.882814","4.322101","Reniers","1067"
"15","UZ Brussel","50.885043","4.321288","Bonaventure","1068"
"15","UZ Brussel","50.886265","4.319852","Soetens","1069"
"15","UZ Brussel","0.0","0.0","Schuemans","1070"
"15","UZ Brussel","50.889654","4.318171","Liebrecht","1026"
"15","UZ Brussel","50.889877","4.315769","Demunter","1080"
"15","UZ Brussel","0.0","0.0","Arbre Ballon-Heymbosch","4224"
"15","UZ Brussel","0.0","0.0","Pompiers","1075"
"15","UZ Brussel","0.0","0.0","Laerbeek","4225"
"15","Gare du Nord","50.885945","4.308625","UZ Brussel","1074"
"15","Gare du Nord","0.0","0.0","Laerbeek","4070"
"15","Gare du Nord","0.0","0.0","Pompiers","1003"
"15","Gare du Nord","0.0","0.0","Arbre Ballon-Heymbosch","4226"
"15","Gare du Nord","50.890416","4.315214","Demunter","1081"
"15","Gare du Nord","50.889460","4.318190","Liebrecht","1004"
"15","Gare du Nord","0.0","0.0","Schuemans","1005"
"15","Gare du Nord","0.0","0.0","Dieleghem","1006"
"15","Gare du Nord","50.885007","4.321757","Bonaventure","1007"
"15","Gare du Nord","50.882661","4.322001","Reniers","1008"
"15","Gare du Nord","50.881043","4.321790","Eugene Toussaint","1009"
"15","Gare du Nord","50.878265","4.321409","Le Roux","1010"
"15","Gare du Nord","50.876286","4.317660","Square du Centenaire","1012"
"15","Gare du Nord","50.874984","4.320602","Legrelle","1027"
"15","Gare du Nord","50.873843","4.322479","Bruxellois","1013"
"15","Gare du Nord","50.871012","4.324470","Miroir","1014"
"15","Gare du Nord","50.867911","4.326561","Broustin","6805"
"15","Gare du Nord","50.865071","4.328340","Parc Elisabeth","4116"
"15","Gare du Nord","0.0","0.0","Simonis","1025"
"15","Gare du Nord","50.867474","4.336065","Belgica","5009"
"15","Gare du Nord","50.865946","4.338822","Vanderstichelen","5011"
"15","Gare du Nord","50.864060","4.344122","Picard","1019"
"15","Gare du Nord","0.0","0.0","Tour et Taxis","1020"
"15","Gare du Nord","0.0","0.0","Armateurs","1021"
"15","Gare du Nord","50.863306","4.353795","Willebroek","1016"
"15","Gare du Nord","0.0","0.0","WTC","1022"
"15","Gare du Nord","0.0","0.0","Gare du Nord","1023"
"15","Gare du Nord","50.860080","4.360273","Gare du Nord","1900"
"17","Heiligenborre","50.815413","4.408214","Beaulieu","4297"
"17","Heiligenborre","50.814776","4.403204","Michiels","4298"
"17","Heiligenborre","50.811774","4.401045","Brillant","4299"
"17","Heiligenborre","50.809616","4.403442","Keym","4310"
"17","Heiligenborre","50.805201","4.406701","Vander Elst","4311"
"17","Heiligenborre","50.803007","4.409778","Ortolans","4312"
"17","Heiligenborre","50.802583","4.412501","Les 3 Tilleuls","4313"
"17","Heiligenborre","50.799796","4.414442","Miraval","4347"
"17","Heiligenborre","50.798535","4.419065","Wiener","4349"
"17","Heiligenborre","50.796333","4.417673","Diabolo","4342"
"17","Heiligenborre","50.794104","4.418493","Etangs de Boitsfort","4289"
"17","Heiligenborre","50.792179","4.419370","International School","4288"
"17","Heiligenborre","50.790516","4.420068","Kattenberg","4290"
"17","Heiligenborre","50.786148","4.424840","Pepiniere","4291"
"17","Heiligenborre","50.787402","4.422597","Equipages","4319"
"17","Beaulieu","50.789581","4.420431","Heiligenborre","9059"
"17","Beaulieu","50.792197","4.419611","International School","4287"
"17","Beaulieu","50.793960","4.417940","Etangs de Boitsfort","4292"
"17","Beaulieu","50.796612","4.417673","Diabolo","4341"
"17","Beaulieu","0.0","0.0","Wiener","4368"
"17","Beaulieu","50.800227","4.414017","Miraval","4348"
"17","Beaulieu","50.802745","4.412870","Les 3 Tilleuls","4355"
"17","Beaulieu","50.803124","4.408998","Ortolans","4356"
"17","Beaulieu","50.805390","4.406772","Vander Elst","4357"
"17","Beaulieu","50.810030","4.403172","Keym","4358"
"17","Beaulieu","50.811909","4.401854","Brillant","4293"
"17","Beaulieu","50.812313","4.404749","Tercoigne","4294"
"17","Beaulieu","50.812742","4.410510","Gardon","4295"
"17","Beaulieu","50.813685","4.414881","Berensheide","4296"
"20","Delacroix","0.0","0.0","Hunderenveld","1101"
"20","Delacroix","50.864680","4.285470","Sept Etoiles","1102"
"20","Delacroix","50.862830","4.287575","Broek","4598"
"20","Delacroix","50.861233","4.292961","Place de l'Eglise","1095"
"20","Delacroix","50.859968","4.296401","Comhaire","1105"
"20","Delacroix","0.0","0.0","Schweitzer","5106"
"20","Delacroix","0.0","0.0","Hopital Français","1107"
"20","Delacroix","50.866778","4.308838","Goffin","1108"
"20","Delacroix","50.864112","4.312275","Benes","1096"
"20","Delacroix","50.861273","4.315886","Bastogne","1097"
"20","Delacroix","50.861842","4.322192","Sippelberg","1098"
"20","Delacroix","0.0","0.0","KU Brussel","1171"
"20","Delacroix","50.862960","4.330756","Simonis","1112"
"20","Delacroix","0.0","0.0","Van Huffel","1114"
"20","Delacroix","50.858770","4.330078","Autrique","1115"
"20","Delacroix","50.857072","4.332195","Etangs Noirs","4111"
"20","Delacroix","0.0","0.0","Osseghem","4114"
"20","Delacroix","0.0","0.0","Beekant","1146"
"20","Delacroix","0.0","0.0","Gare de l'Ouest","1118"
"20","Delacroix","50.845805","4.323060","Delacroix","1117"
"20","Hunderenveld","50.845922","4.323329","Delacroix","1178"
"20","Hunderenveld","0.0","0.0","Gare de l'Ouest","1176"
"20","Hunderenveld","0.0","0.0","Beekant","1210"
"20","Hunderenveld","50.856387","4.326529","Osseghem","1202"
"20","Hunderenveld","50.872448","4.290775","Etangs Noirs","4010"
"20","Hunderenveld","50.858860","4.330205","Autrique","1179"
"20","Hunderenveld","50.860479","4.331823","Van Huffel","1180"
"20","Hunderenveld","50.863355","4.330671","Simonis","1183"
"20","Hunderenveld","0.0","0.0","KU Brussel","1181"
"20","Hunderenveld","50.861968","4.321936","Sippelberg","1182"
"20","Hunderenveld","50.861354","4.316156","Bastogne","1197"
"20","Hunderenveld","50.864292","4.312232","Benes","1198"
"20","Hunderenveld","50.866834","4.308323","Goffin","1199"
"20","Hunderenveld","0.0","0.0","Hopital Français","1188"
"20","Hunderenveld","0.0","0.0","Schweitzer","5171"
"20","Hunderenveld","50.860912","4.296286","Comhaire","1190"
"20","Hunderenveld","50.861772","4.291597","Place de l'Eglise","1209"
"20","Hunderenveld","0.0","0.0","Broek","4661"
"20","Hunderenveld","50.865255","4.284815","Sept Etoiles","1193"
"20","Hunderenveld","50.866952","4.281290","Hunderenveld","1194"
"21","Brussels Airport","0.0","0.0","Ducale","1164"
"21","Brussels Airport","0.0","0.0","Trone","1130"
"21","Brussels Airport","50.839853","4.369348","Science","1729"
"21","Brussels Airport","0.0","0.0","Luxembourg","1262"
"21","Brussels Airport","0.0","0.0","Luxembourg","1131"
"21","Brussels Airport","50.841004","4.374318","Treves","1132"
"21","Brussels Airport","50.840338","4.378662","Parc Leopold","1133"
"21","Brussels Airport","50.840185","4.382637","Froissard","1416"
"21","Brussels Airport","0.0","0.0","Schuman","1418"
"21","Brussels Airport","0.0","0.0","Michel-Ange","1402"
"21","Brussels Airport","50.847115","4.391358","Gueux","1419"
"21","Brussels Airport","50.847240","4.393729","De Jamblinne de Meux","1403"
"21","Brussels Airport","50.849891","4.396145","Flasky","3251"
"21","Brussels Airport","50.850080","4.398687","Opale","1516"
"21","Brussels Airport","0.0","0.0","Diamant","1517"
"21","Brussels Airport","0.0","0.0","Diamant","4554"
"21","Brussels Airport","50.850609","4.403274","RTBF","4550"
"21","Brussels Airport","50.852396","4.409495","Colonel Bourg","3956"
"21","Brussels Airport","50.854704","4.415206","Carene","3957"
"21","Brussels Airport","50.856880","4.412695","Mommaerts","3961"
"21","Brussels Airport","50.857268","4.408122","RTL","4558"
"21","Brussels Airport","50.860740","4.403906","Paul Leduc","4555"
"21","Brussels Airport","50.864192","4.403284","Geneve","4556"
"21","Brussels Airport","0.0","0.0","Evere Shopping","4557"
"21","Brussels Airport","50.867930","4.406426","Loisirs","3404"
"21","Brussels Airport","0.0","0.0","Permeke","3416"
"21","Brussels Airport","50.872524","4.407538","Lekaerts","3362"
"21","Brussels Airport","0.0","0.0","Germinal","3363"
"21","Brussels Airport","0.0","0.0","Bale","3364"
"21","Brussels Airport","0.0","0.0","Nato","3301"
"21","Ducale","0.0","0.0","Brussels Airport","9600"
"21","Ducale","0.0","0.0","Nato","3301"
"21","Ducale","0.0","0.0","Nato","3302"
"21","Ducale","0.0","0.0","Bale","3319"
"21","Ducale","0.0","0.0","Germinal","3303"
"21","Ducale","50.874492","4.408605","Matisse","3304"
"21","Ducale","50.871643","4.405932","Lekaerts","3305"
"21","Ducale","0.0","0.0","Lekaerts","3300"
"21","Ducale","0.0","0.0","Permeke","3471"
"21","Ducale","50.867930","4.406270","Loisirs","3458"
"21","Ducale","50.866394","4.403939","Evere Shopping","3466"
"21","Ducale","0.0","0.0","Geneve","3467"
"21","Ducale","50.860641","4.403679","Paul Leduc","3468"
"21","Ducale","50.856891","4.408249","RTL","4500"
"21","Ducale","50.856889","4.413007","Mommaerts","4505"
"21","Ducale","50.854515","4.414539","Carene","3904"
"21","Ducale","50.852548","4.409566","Colonel Bourg","3905"
"21","Ducale","0.0","0.0","RTBF","1549"
"21","Ducale","0.0","0.0","Diamant","1556"
"21","Ducale","50.850187","4.398644","Opale","1563"
"21","Ducale","50.851141","4.395961","Plasky","3216"
"21","Ducale","50.848238","4.395036","De Jamblinne de Meux","3707"
"21","Ducale","50.846998","4.390903","Gueux","1463"
"21","Ducale","50.845282","4.386558","Michel-Ange","1464"
"21","Ducale","0.0","0.0","Schuman","1270"
"21","Ducale","50.840500","4.381885","Froissart","1476"
"21","Ducale","0.0","0.0","Toulouse","1497"
"21","Ducale","50.841903","4.374701","Treves","1160"
"21","Ducale","0.0","0.0","Luxembourg","1162"
"21","Ducale","50.839952","4.369107","Science","1776"
"21","Ducale","0.0","0.0","Trone","1163"
"22","Luxembourg","0.0","0.0","Montgomery","9020"
"22","Luxembourg","0.0","0.0","Montgomery","1155"
"22","Luxembourg","50.839607","4.398226","Merode","1156"
"22","Luxembourg","50.838215","4.392560","Gaulois","1157"
"22","Luxembourg","50.839573","4.386044","Nerviens","1158"
"22","Luxembourg","0.0","0.0","Breydel","1417"
"22","Luxembourg","50.842675","4.383504","Schuman","3399"
"22","Luxembourg","50.843305","4.379912","Charlemagne","1213"
"22","Luxembourg","0.0","0.0","Maelbeek","1214"
"22","Luxembourg","0.0","0.0","Joseph II","1215"
"22","Luxembourg","50.843521","4.371876","Guimard","1216"
"22","Luxembourg","50.842083","4.371308","Belliard","1217"
"22","Montgomery","0.0","0.0","Luxembourg","1262"
"22","Montgomery","50.842020","4.369789","Belliard","1263"
"22","Montgomery","50.843431","4.370513","Guimard","1264"
"22","Montgomery","50.845148","4.368639","Arts-loi","1265"
"22","Montgomery","0.0","0.0","Joseph II","1266"
"22","Montgomery","0.0","0.0","Maelbeek","1267"
"22","Montgomery","50.845283","4.377939","Livingstone","2970"
"22","Montgomery","50.846235","4.383193","Ambiorix","1273"
"22","Montgomery","0.0","0.0","Schuman","1270"
"22","Montgomery","0.0","0.0","Breydel","1149"
"22","Montgomery","50.839295","4.386655","Nerviens","1134"
"22","Montgomery","50.838062","4.392801","Gaulois","1135"
"22","Montgomery","50.839211","4.398523","Merode","1136"
"22","Montgomery","0.0","0.0","Montgomery","1137"
"27","Andromede","0.0","0.0","Gare du Midi","1123"
"27","Andromede","50.833765","4.342292","Fontainas","2418"
"27","Andromede","50.832597","4.344237","Porte de Hal","2467"
"27","Andromede","50.834700","4.346152","Hopital Saint-Pierre","1125"
"27","Andromede","50.837425","4.349033","Jeu de balle","1126"
"27","Andromede","50.841246","4.351814","Chapelle","1127"
"27","Andromede","50.839898","4.355875","Petit Sablon","1128"
"27","Andromede","50.841426","4.358345","Royale","1129"
"27","Andromede","0.0","0.0","Trone","1130"
"27","Andromede","50.839853","4.369348","Science","1729"
"27","Andromede","0.0","0.0","Luxembourg","1131"
"27","Andromede","50.841004","4.374318","Treves","1132"
"27","Andromede","50.840338","4.378662","Parc Leopold","1133"
"27","Andromede","50.839295","4.386655","Nerviens","1134"
"27","Andromede","50.838062","4.392801","Gaulois","1135"
"27","Andromede","50.839211","4.398523","Merode","1136"
"27","Andromede","0.0","0.0","Montgomery","1137"
"27","Andromede","50.838804","4.408276","Ichec","1113"
"27","Andromede","50.842148","4.406718","Georges Henri","1139"
"27","Andromede","50.843639","4.411958","Degrooff","1140"
"27","Andromede","50.845057","4.417284","Meudon","1141"
"27","Andromede","50.848128","4.425140","Verheyleweghen","1522"
"27","Andromede","50.848423","4.428846","Moonens","3899"
"27","Andromede","50.850347","4.427968","Sainte-Famille","3900"
"27","Gare du Midi","50.853360","4.425132","Andromede","1539"
"27","Gare du Midi","50.850158","4.427954","Sainte-Famille","3909"
"27","Gare du Midi","50.848450","4.428619","Moonens","3910"
"27","Gare du Midi","50.848128","4.424714","Verheyleweghen","3919"
"27","Gare du Midi","50.844895","4.416773","Meudon","1152"
"27","Gare du Midi","50.843612","4.411504","Degrooff","1153"
"27","Gare du Midi","50.841744","4.406362","Georges Henri","1154"
"27","Gare du Midi","0.0","0.0","Montgomery","1155"
"27","Gare du Midi","50.839607","4.398226","Merode","1156"
"27","Gare du Midi","50.838215","4.392560","Gaulois","1157"
"27","Gare du Midi","50.839573","4.386044","Nerviens","1158"
"27","Gare du Midi","50.840500","4.381885","Froissart","1476"
"27","Gare du Midi","0.0","0.0","Toulouse","1497"
"27","Gare du Midi","50.841903","4.374701","Treves","1160"
"27","Gare du Midi","0.0","0.0","Luxembourg","1162"
"27","Gare du Midi","50.839952","4.369107","Science","1776"
"27","Gare du Midi","0.0","0.0","Trone","1163"
"27","Gare du Midi","0.0","0.0","Ducale","1164"
"27","Gare du Midi","50.841543","4.358345","Royale","1165"
"27","Gare du Midi","50.841498","4.354398","Grand Sablon","1166"
"27","Gare du Midi","50.840904","4.350565","Chapelle","1167"
"27","Gare du Midi","50.837424","4.346875","Jeu de balle","1168"
"27","Gare du Midi","50.834403","4.343214","Porte de Hal","1169"
"27","Gare du Midi","50.836874","4.337165","Gare du Midi","2500"
"28","Konkel","50.851647","4.387125","Brabanconne","2919"
"28","Konkel","50.849255","4.389456","Chasseurs Ardennais","6021"
"28","Konkel","50.847240","4.393729","De Jamblinne de Meux","1403"
"28","Konkel","50.847707","4.397407","Victor Hugo","1404"
"28","Konkel","0.0","0.0","Diamant","1405"
"28","Konkel","50.845754","4.403994","Vergote","1406"
"28","Konkel","50.842274","4.406462","Georges Henri","1424"
"28","Konkel","50.843639","4.411958","Degrooff","1140"
"28","Konkel","50.845057","4.417284","Meudon","1141"
"28","Konkel","50.843986","4.421287","Montald","1408"
"28","Konkel","0.0","0.0","Tomberg","1409"
"28","Konkel","50.842013","4.428398","Melard","1410"
"28","Konkel","50.841436","4.432386","Slegers","1421"
"28","Konkel","50.840994","4.434956","Voot","1412"
"28","Konkel","50.839797","4.437879","Deportes","1422"
"28","Konkel","50.840299","4.440293","Parc Malou","1423"
"28","Konkel","50.841169","4.443304","Stade Fallon","1415"
"28","Konkel","50.841399","4.448927","Don Bosco","1831"
"28","Brabanconne","50.842081","4.450887","Konkel","1830"
"28","Brabanconne","50.841533","4.449168","Don Bosco","1832"
"28","Brabanconne","0.0","0.0","Stade Fallon","1833"
"28","Brabanconne","50.840560","4.439697","Parc Malou","1451"
"28","Brabanconne","50.839851","4.436757","Deportes","1450"
"28","Brabanconne","50.841381","4.434303","Voot","1454"
"28","Brabanconne","50.841490","4.432103","Slegers","1449"
"28","Brabanconne","50.842347","4.427376","Melard","1456"
"28","Brabanconne","0.0","0.0","Tomberg","1457"
"28","Brabanconne","50.844094","4.421202","Montald","1458"
"28","Brabanconne","50.844895","4.416773","Meudon","1152"
"28","Brabanconne","50.843612","4.411504","Degrooff","1153"
"28","Brabanconne","50.842922","4.406278","Georges Henri","1459"
"28","Brabanconne","50.845826","4.404548","Vergote","1460"
"28","Brabanconne","0.0","0.0","Diamant","1461"
"28","Brabanconne","50.848021","4.398146","Victor Hugo","1462"
"28","Brabanconne","50.847060","4.393260","De Jamblinne de Meux","6055"
"28","Brabanconne","50.849111","4.389839","Chasseurs Ardennais","6056"
"28","Brabanconne","50.841744","4.406362","Georges Henri","1154"
"29","De Brouckere","50.858800","4.438702","Hof Ten Berg","1528"
"29","De Brouckere","50.857665","4.442066","Jespers","1552"
"29","De Brouckere","50.854908","4.438909","Marcel Thiry","1553"
"29","De Brouckere","50.852490","4.437386","Peupliers","1554"
"29","De Brouckere","50.851026","4.434771","Charmille","1550"
"29","De Brouckere","0.0","0.0","Roodebeek","1577"
"29","De Brouckere","50.846876","4.430520","Hymans","1578"
"29","De Brouckere","50.848450","4.428619","Moonens","3910"
"29","De Brouckere","50.848353","4.424614","Verheyleweghen","1557"
"29","De Brouckere","50.848607","4.420270","Speeckaert","1558"
"29","De Brouckere","50.848725","4.416464","Heydenberg","1559"
"29","De Brouckere","50.848573","4.414547","Mai","1560"
"29","De Brouckere","50.848054","4.408895","Levie","1561"
"29","De Brouckere","0.0","0.0","Diamant","1562"
"29","De Brouckere","50.850187","4.398644","Opale","1563"
"29","De Brouckere","50.851141","4.395961","Plasky","3216"
"29","De Brouckere","50.852877","4.391929","Radium","1565"
"29","De Brouckere","50.852527","4.388052","Dailly","1566"
"29","De Brouckere","50.851530","4.384174","Vincotte","1567"
"29","De Brouckere","50.849894","4.381107","Clovis","1568"
"29","De Brouckere","0.0","0.0","Gutenberg","1569"
"29","De Brouckere","50.849814","4.374063","Saint-Josse","1570"
"29","De Brouckere","50.849697","4.369619","Madou","1571"
"29","De Brouckere","0.0","0.0","Congres","1572"
"29","De Brouckere","50.847297","4.361212","Parc","3331"
"29","De Brouckere","0.0","0.0","Gare Centrale","3330"
"29","De Brouckere","0.0","0.0","Arenberg","1502"
"29","Hof Ten Berg","0.0","0.0","De Brouckere","1501"
"29","Hof Ten Berg","0.0","0.0","Anspach-De Brouckere","1576"
"29","Hof Ten Berg","0.0","0.0","Assaut","1575"
"29","Hof Ten Berg","0.0","0.0","Gare Centrale","3352"
"29","Hof Ten Berg","50.847396","4.361439","Parc","3351"
"29","Hof Ten Berg","50.847890","4.363782","Treurenberg","3353"
"29","Hof Ten Berg","50.848699","4.367957","Presse","3354"
"29","Hof Ten Berg","50.849131","4.369931","Madou","1508"
"29","Hof Ten Berg","50.849751","4.374333","Saint-Josse","1509"
"29","Hof Ten Berg","50.849049","4.377287","Gutenberg","1510"
"29","Hof Ten Berg","50.849391","4.381831","Clovis","1511"
"29","Hof Ten Berg","50.851620","4.384813","Vincotte","1512"
"29","Hof Ten Berg","50.852473","4.388463","Dailly","1513"
"29","Hof Ten Berg","50.852949","4.391801","Radium","1514"
"29","Hof Ten Berg","50.851519","4.394513","Plasky","1515"
"29","Hof Ten Berg","50.850080","4.398687","Opale","1516"
"29","Hof Ten Berg","0.0","0.0","Diamant","1517"
"29","Hof Ten Berg","50.847865","4.407716","Levie","1518"
"29","Hof Ten Berg","50.848322","4.413496","Mai","1519"
"29","Hof Ten Berg","50.848617","4.417628","Heydenberg","1520"
"29","Hof Ten Berg","50.848436","4.420326","Speeckaert","1521"
"29","Hof Ten Berg","50.848128","4.425140","Verheyleweghen","1522"
"29","Hof Ten Berg","50.848423","4.428846","Moonens","3899"
"29","Hof Ten Berg","50.846731","4.431215","Hymans","1529"
"29","Hof Ten Berg","0.0","0.0","Roodebeek","1530"
"29","Hof Ten Berg","50.850757","4.434245","Charmille","1540"
"29","Hof Ten Berg","50.852876","4.437997","Peupliers","1525"
"29","Hof Ten Berg","50.855671","4.440572","Marcel Thiry","1526"
"29","Hof Ten Berg","50.857135","4.441341","Jespers","1527"
"34","Sainte-Anne","50.839071","4.363414","Porte de Namur","1770"
"34","Sainte-Anne","0.0","0.0","Trone","1130"
"34","Sainte-Anne","50.839853","4.369348","Science","1729"
"34","Sainte-Anne","0.0","0.0","Luxembourg","1907"
"34","Sainte-Anne","0.0","0.0","Parnasse","1708"
"34","Sainte-Anne","50.835745","4.377170","Museum","1728"
"34","Sainte-Anne","50.835493","4.380861","Etangs","1733"
"34","Sainte-Anne","50.833227","4.385801","Fetis","1712"
"34","Sainte-Anne","50.830880","4.389320","La Chasse","1713"
"34","Sainte-Anne","50.828191","4.393776","Buedts","1714"
"34","Sainte-Anne","50.826393","4.396727","Arsenal","1715"
"34","Sainte-Anne","50.824135","4.400458","Strategie","1716"
"34","Sainte-Anne","0.0","0.0","Hankar","1717"
"34","Sainte-Anne","0.0","0.0","Eglise Saint-Julien","1718"
"34","Sainte-Anne","50.819105","4.414816","Vandromme","1719"
"34","Sainte-Anne","0.0","0.0","Valduc","1720"
"34","Sainte-Anne","50.816646","4.425399","Auderghem-Shopping","1731"
"34","Sainte-Anne","50.815970","4.429216","Bergoje","2725"
"34","Sainte-Anne","50.816381","4.434921","Deux Chaussees","2727"
"34","Porte de Namur","50.818214","4.436513","Sainte-Anne","2728"
"34","Porte de Namur","50.816390","4.434396","Deux Chaussees","2752"
"34","Porte de Namur","50.816078","4.428918","Bergoje","2753"
"34","Porte de Namur","50.816872","4.424406","Auderghem-Shopping","1751"
"34","Porte de Namur","0.0","0.0","Valduc","1756"
"34","Porte de Namur","50.819006","4.415298","Vandromme","1757"
"34","Porte de Namur","0.0","0.0","Eglise Saint-Julien","1758"
"34","Porte de Namur","0.0","0.0","Hankar","1759"
"34","Porte de Namur","50.823982","4.400869","Strategie","1760"
"34","Porte de Namur","0.0","0.0","Arsenal","1761"
"34","Porte de Namur","50.828506","4.393350","Buedts","1762"
"34","Porte de Namur","0.0","0.0","La Chasse","1763"
"34","Porte de Namur","50.833029","4.386241","Fetis","1764"
"34","Porte de Namur","0.0","0.0","Etangs","1777"
"34","Porte de Namur","50.835862","4.374800","Museum","1769"
"34","Porte de Namur","0.0","0.0","Parnasse","1982"
"34","Porte de Namur","0.0","0.0","Luxembourg","4367"
"34","Porte de Namur","50.839952","4.369107","Science","1776"
"34","Porte de Namur","0.0","0.0","Trone","1163"
"34","Porte de Namur","50.839080","4.362136","Porte de Namur","3504"
"36","Konkel","0.0","0.0","Schuman","1148"
"36","Konkel","0.0","0.0","Breydel","1149"
"36","Konkel","50.838755","4.385732","Nerviens","1802"
"36","Konkel","50.837101","4.386625","Leman","1803"
"36","Konkel","50.834350","4.388044","Louis Hap","1804"
"36","Konkel","0.0","0.0","La Chasse","9011"
"36","Konkel","50.830979","4.390583","La Chasse","1805"
